王一,1,芝加哥大学 (The University of Chicago),经济学,定点集团 http://www.fixpointgroup.cn/about.html,创始人,"华盛顿哥伦比亚特区（Washington, D.C.）","IMF经济师，定点集团创始人（留学，职业规划，论文修改），对外经贸大学教授。 dyiwang@fixpointgroup.com&lt;br&gt;Yi David Wang is currently an economist in the research department of IMF, specializing in global macroeconomic forecasting. Prior to joining the IMF, he worked in BlackRock's investment strategy team, primarily involved in multi-asset allocation, country and sector rotation in the equity space, and also commodities such as gold and oil. David was an analyst in Morgan Stanley's Global Capital Markets division from 2004 to 2006. He started his career as a research assistant at the Chicago Fed from 2003 to 2004. David got his PhD in Economics from Stanford University in 2011 and his AB from University of Chicago in 2004, double concentrating in math and economics.",IMF经济师，定点集团创始人　微信 FixpointGroup，对外经贸大学教授,0,13116,70,3
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
唐明,1,美国密苏里大学哥伦比亚分校,工商管理硕士（MBA）,爱朗教育,CEO,南京,"Professional Experience:&lt;br&gt;- Established Red Line International Institute in Nanjing, China in 2012, since which it has grown markedly&lt;br&gt;- Established Cardinal Software LLC in Nanjing, China with local government's sponsorship. &lt;br&gt;- Established a tech startup holding company, MTE Meridian, with an experienced entrepreneur, Peter Meng, which now runs several tech enterprises.&lt;br&gt;- Established a consulting company, ITE Pacific, with my business partner Chris Eckhardt in 2010. Helping our clients build business pipeline between China and US. &lt;br&gt;Specialties: Marketing, Management, Consulting, Fund Raising, and Well understand of Chinese market, business Culture, customers, and building connections",爱朗教育CEO,3,4319,41,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
John中恩,1,加州大学洛杉矶分校 ( UCLA ), ,Proud of the Crowd will never be Loud,Nothing with Filmmaking but something with Its Wax and Wane,洛杉矶 (Los Angeles),"1. 致John中恩---安安静静，追求卓越就好  ===曾经很单纯地追求成功，定义下的成功就是名利双收。在不断地成长中渐渐地明白，原来追求卓尔不群，认真踏实地对待“人事物”，比起名上的成功更具实体感。关键是当我拥有了卓越，名利自然回来找我，成功已然不再重要。  ===写给生于91年的你，希望在今后的岁月里，你能做到最好的自己，并且遇见最好的自己，那时一定要和他好好谈谈我和你说的这些话。2.我相信人人生来自由，但从不承认人人生来平等。3.Respect shall be earned not be given.我对人以礼遇并不能说明我“尊重”人，只能说明我个人的情绪不会被外界周遭控制，陷于被动际遇中。只能说明我确实吸收了教育，提升了个人质感,我认识里的“尊重”是由心里的一种欣赏与感谢。4.我还年轻，在知乎这个社区上确确实实有冒犯到的地方，我会直言歉意，面子对我来说不重要，重要的是成长，一个人的一生那么短暂，我只想不断地完善自己。即便是在虚拟的网上社区，我依然如此。5.C'est chez moi, ici. My Name is John, 我是中恩。","Be Humble , Be Rebel",9,2100,31,2
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
逆光之下,1, , , ,律师, ,"|| 没结果的故事都最美，最不容易让人遗忘&lt;br&gt;|| Stay single&lt;br&gt;|| Cause baby we were born this way&lt;br&gt;|| Sitting no more counting dollars, we'll be counting stars",研究政治的法律人,137,11155,43,10
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
Neol,1, , , , ,New York City,"I won't do research, I will let you know what I know about the questions on top of my head.",Trader/Portfolio Manager/Management,287,3814,33,0
name,gender,education,major,company,job,location,description,headline,following_count,follower_count,answer_count,articles_count
wwwwodddd,1,清华大学, ,大学生,,清华大学,五道口男子职业技术学院/电脑维修与保养&lt;br&gt;唯代码与你不可辜负！&lt;br&gt;如果不小心死在这里，也没有什么值得悲伤的。,$('.up[aria-pressed=false]').click(),293,1569,220,0
